date,start_date,time,wait_time
2019-03-07,2019-03-07,12:05:07,20
2019-03-07,2019-03-07,12:12:07,25
2019-03-07,2019-03-07,12:19:06,25
2019-03-07,2019-03-07,12:26:07,25
2019-03-07,2019-03-07,13:19:09,25
2019-03-07,2019-03-07,13:26:06,25
2019-03-07,2019-03-07,13:33:09,25
2019-03-07,2019-03-07,13:41:08,25
2019-03-07,2019-03-07,13:47:09,25
2019-03-07,2019-03-07,13:54:06,25
2019-03-07,2019-03-07,13:59:07,25
2019-03-07,2019-03-07,14:05:06,25
2019-03-07,2019-03-07,14:12:09,25
2019-03-07,2019-03-07,14:19:06,25
2019-03-07,2019-03-07,14:26:07,35
2019-03-07,2019-03-07,14:33:09,35
2019-03-07,2019-03-07,14:41:09,35
2019-03-07,2019-03-07,14:47:07,35
2019-03-07,2019-03-07,14:54:07,35
2019-03-07,2019-03-07,14:59:06,35
2019-03-07,2019-03-07,15:05:08,45
2019-03-07,2019-03-07,15:12:08,45
2019-03-07,2019-03-07,15:19:07,45
2019-03-07,2019-03-07,15:26:06,45
2019-03-07,2019-03-07,15:33:08,45
2019-03-07,2019-03-07,15:41:08,30
2019-03-07,2019-03-07,15:47:07,30
2019-03-07,2019-03-07,15:54:07,30
2019-03-07,2019-03-07,15:59:07,30
2019-03-07,2019-03-07,16:05:07,30
2019-03-07,2019-03-07,16:12:08,40
2019-03-07,2019-03-07,16:19:07,35
2019-03-07,2019-03-07,16:26:06,35
2019-03-07,2019-03-07,16:33:10,30
2019-03-07,2019-03-07,16:41:08,20
2019-03-07,2019-03-07,16:47:07,15
2019-03-08,2019-03-08,09:59:12,35
2019-03-08,2019-03-08,10:05:06,35
2019-03-08,2019-03-08,10:12:07,35
2019-03-08,2019-03-08,10:19:12,35
2019-03-08,2019-03-08,10:26:07,35
2019-03-08,2019-03-08,10:33:09,35
2019-03-08,2019-03-08,10:41:14,35
2019-03-08,2019-03-08,10:47:07,35
2019-03-08,2019-03-08,10:54:13,25
2019-03-08,2019-03-08,10:59:07,25
2019-03-08,2019-03-08,11:05:08,25
2019-03-08,2019-03-08,11:12:07,25
2019-03-08,2019-03-08,11:19:07,25
2019-03-08,2019-03-08,11:26:06,25
2019-03-08,2019-03-08,11:33:10,20
2019-03-08,2019-03-08,11:41:08,20
2019-03-08,2019-03-08,11:47:13,20
2019-03-08,2019-03-08,11:54:06,20
2019-03-08,2019-03-08,11:59:09,20
2019-03-08,2019-03-08,12:05:12,20
2019-03-08,2019-03-08,12:12:06,20
2019-03-08,2019-03-08,12:19:10,20
2019-03-08,2019-03-08,12:26:06,20
2019-03-08,2019-03-08,12:33:13,20
2019-03-08,2019-03-08,12:41:08,20
2019-03-08,2019-03-08,12:47:07,25
2019-03-08,2019-03-08,12:54:07,25
2019-03-08,2019-03-08,12:59:07,25
2019-03-08,2019-03-08,13:05:10,25
2019-03-08,2019-03-08,13:12:10,25
2019-03-08,2019-03-08,13:19:12,25
2019-03-08,2019-03-08,13:26:10,25
2019-03-08,2019-03-08,13:33:09,25
2019-03-08,2019-03-08,13:41:08,25
2019-03-08,2019-03-08,13:47:08,25
2019-03-08,2019-03-08,13:54:07,25
2019-03-08,2019-03-08,13:59:06,25
2019-03-08,2019-03-08,14:05:08,25
2019-03-08,2019-03-08,14:12:07,25
2019-03-08,2019-03-08,14:19:06,25
2019-03-08,2019-03-08,14:26:10,25
2019-03-08,2019-03-08,14:33:09,25
2019-03-08,2019-03-08,14:41:09,25
2019-03-08,2019-03-08,14:47:08,25
2019-03-08,2019-03-08,14:54:07,25
2019-03-08,2019-03-08,14:59:07,25
2019-03-08,2019-03-08,15:05:07,25
2019-03-08,2019-03-08,15:12:12,25
2019-03-08,2019-03-08,15:19:07,25
2019-03-08,2019-03-08,15:26:07,25
2019-03-08,2019-03-08,15:33:17,25
2019-03-08,2019-03-08,15:41:09,25
2019-03-08,2019-03-08,15:47:07,25
2019-03-08,2019-03-08,15:54:07,25
2019-03-08,2019-03-08,15:59:07,25
2019-03-08,2019-03-08,16:05:07,25
2019-03-08,2019-03-08,16:12:07,25
2019-03-08,2019-03-08,16:19:07,25
2019-03-08,2019-03-08,16:26:14,25
2019-03-08,2019-03-08,16:33:08,25
2019-03-08,2019-03-08,16:41:11,25
2019-03-08,2019-03-08,16:47:07,25
2019-03-08,2019-03-08,16:54:07,25
2019-03-08,2019-03-08,16:59:07,25
2019-03-08,2019-03-08,17:05:07,25
2019-03-08,2019-03-08,17:12:07,25
2019-03-08,2019-03-08,17:19:11,25
2019-03-08,2019-03-08,17:29:00,25
2019-03-08,2019-03-08,17:33:09,25
2019-03-08,2019-03-08,17:41:14,25
2019-03-08,2019-03-08,17:47:11,25
2019-03-08,2019-03-08,17:54:07,25
2019-03-08,2019-03-08,17:59:07,25
2019-03-08,2019-03-08,18:05:10,25
2019-03-08,2019-03-08,18:12:07,20
2019-03-08,2019-03-08,18:19:06,20
2019-03-08,2019-03-08,18:26:07,20
2019-03-08,2019-03-08,18:33:12,30
2019-03-08,2019-03-08,18:41:09,30
2019-03-08,2019-03-08,18:47:06,30
2019-03-08,2019-03-08,18:54:07,30
2019-03-08,2019-03-08,18:59:06,30
2019-03-08,2019-03-08,19:05:07,30
2019-03-08,2019-03-08,19:12:08,30
2019-03-08,2019-03-08,19:19:06,30
2019-03-08,2019-03-08,19:26:10,5
2019-03-08,2019-03-08,19:33:08,5
2019-03-08,2019-03-08,19:41:09,5
2019-03-08,2019-03-08,19:47:07,5
2019-03-08,2019-03-08,19:54:07,5
2019-03-08,2019-03-08,19:59:06,5
2019-03-09,2019-03-09,09:47:08,20
2019-03-09,2019-03-09,09:54:07,20
2019-03-09,2019-03-09,09:59:07,20
2019-03-09,2019-03-09,10:05:06,20
2019-03-09,2019-03-09,10:12:07,20
2019-03-09,2019-03-09,10:19:07,20
2019-03-09,2019-03-09,10:26:07,20
2019-03-09,2019-03-09,10:33:09,20
2019-03-09,2019-03-09,10:41:08,20
2019-03-09,2019-03-09,10:47:07,20
2019-03-09,2019-03-09,10:54:07,20
2019-03-09,2019-03-09,10:59:07,20
2019-03-09,2019-03-09,11:05:07,20
2019-03-09,2019-03-09,11:12:10,20
2019-03-09,2019-03-09,11:19:07,20
2019-03-09,2019-03-09,11:26:12,20
2019-03-09,2019-03-09,11:33:14,20
2019-03-09,2019-03-09,11:41:08,20
2019-03-09,2019-03-09,11:47:08,20
2019-03-09,2019-03-09,11:54:07,20
2019-03-09,2019-03-09,11:59:07,20
2019-03-09,2019-03-09,12:05:06,20
2019-03-09,2019-03-09,12:12:07,20
2019-03-09,2019-03-09,12:19:07,25
2019-03-09,2019-03-09,12:26:06,25
2019-03-09,2019-03-09,12:33:09,30
2019-03-09,2019-03-09,12:41:12,30
2019-03-09,2019-03-09,12:47:08,30
2019-03-09,2019-03-09,12:54:06,30
2019-03-09,2019-03-09,12:59:07,30
2019-03-09,2019-03-09,13:05:08,30
2019-03-09,2019-03-09,13:12:10,30
2019-03-09,2019-03-09,13:19:06,30
2019-03-09,2019-03-09,13:26:08,30
2019-03-09,2019-03-09,13:33:09,20
2019-03-09,2019-03-09,13:41:09,20
2019-03-09,2019-03-09,13:47:15,20
2019-03-09,2019-03-09,13:54:07,20
2019-03-09,2019-03-09,13:59:06,20
2019-03-09,2019-03-09,14:05:12,20
2019-03-09,2019-03-09,14:12:07,20
2019-03-09,2019-03-09,14:19:07,20
2019-03-09,2019-03-09,14:26:12,20
2019-03-09,2019-03-09,14:33:08,20
2019-03-09,2019-03-09,14:41:08,20
2019-03-09,2019-03-09,14:47:12,20
2019-03-09,2019-03-09,14:54:07,30
2019-03-09,2019-03-09,14:59:06,25
2019-03-09,2019-03-09,15:05:07,25
2019-03-09,2019-03-09,15:12:09,25
2019-03-09,2019-03-09,15:19:06,25
2019-03-09,2019-03-09,15:26:07,25
2019-03-09,2019-03-09,15:33:09,25
2019-03-09,2019-03-09,15:41:13,25
2019-03-09,2019-03-09,15:47:15,25
2019-03-09,2019-03-09,15:54:10,25
2019-03-09,2019-03-09,15:59:07,25
2019-03-09,2019-03-09,16:05:07,40
2019-03-09,2019-03-09,16:12:08,30
2019-03-09,2019-03-09,16:19:07,30
2019-03-09,2019-03-09,16:26:07,30
2019-03-09,2019-03-09,16:33:08,30
2019-03-09,2019-03-09,16:41:11,30
2019-03-09,2019-03-09,16:47:08,30
2019-03-09,2019-03-09,16:54:10,30
2019-03-09,2019-03-09,16:59:06,30
2019-03-09,2019-03-09,17:05:11,20
2019-03-09,2019-03-09,17:12:07,20
2019-03-09,2019-03-09,17:19:07,20
2019-03-09,2019-03-09,17:26:07,20
2019-03-09,2019-03-09,17:33:08,20
2019-03-09,2019-03-09,17:41:09,20
2019-03-09,2019-03-09,17:47:07,20
2019-03-09,2019-03-09,17:54:07,20
2019-03-09,2019-03-09,17:59:07,20
2019-03-09,2019-03-09,18:05:08,20
2019-03-09,2019-03-09,18:12:07,20
2019-03-09,2019-03-09,18:19:06,20
2019-03-09,2019-03-09,18:26:08,20
2019-03-09,2019-03-09,18:33:09,20
2019-03-09,2019-03-09,18:41:09,20
2019-03-09,2019-03-09,18:47:06,20
2019-03-09,2019-03-09,18:54:07,20
2019-03-09,2019-03-09,18:59:07,20
2019-03-09,2019-03-09,19:05:07,20
2019-03-09,2019-03-09,19:12:07,20
2019-03-09,2019-03-09,19:19:06,20
2019-03-09,2019-03-09,19:26:06,5
2019-03-10,2019-03-10,09:47:15,35
2019-03-10,2019-03-10,09:54:11,35
2019-03-10,2019-03-10,09:59:10,35
2019-03-10,2019-03-10,10:05:06,35
2019-03-10,2019-03-10,10:12:10,35
2019-03-10,2019-03-10,10:19:12,35
2019-03-10,2019-03-10,10:26:07,25
2019-03-10,2019-03-10,10:33:08,25
2019-03-10,2019-03-10,10:41:08,25
2019-03-10,2019-03-10,10:47:08,25
2019-03-10,2019-03-10,10:54:15,25
2019-03-10,2019-03-10,10:59:06,25
2019-03-10,2019-03-10,11:05:08,25
2019-03-10,2019-03-10,11:12:07,25
2019-03-10,2019-03-10,11:19:07,25
2019-03-10,2019-03-10,11:26:07,25
2019-03-10,2019-03-10,11:33:08,20
2019-03-10,2019-03-10,11:41:08,20
2019-03-10,2019-03-10,11:47:07,20
2019-03-10,2019-03-10,11:54:07,20
2019-03-10,2019-03-10,11:59:08,20
2019-03-10,2019-03-10,12:05:07,20
2019-03-10,2019-03-10,12:12:07,20
2019-03-10,2019-03-10,12:19:06,25
2019-03-10,2019-03-10,12:26:07,25
2019-03-10,2019-03-10,12:33:09,25
2019-03-10,2019-03-10,12:41:08,25
2019-03-10,2019-03-10,12:47:11,25
2019-03-10,2019-03-10,12:54:07,25
2019-03-10,2019-03-10,12:59:07,25
2019-03-10,2019-03-10,13:05:08,25
2019-03-10,2019-03-10,13:12:11,25
2019-03-10,2019-03-10,13:19:07,25
2019-03-10,2019-03-10,13:26:07,25
2019-03-10,2019-03-10,13:33:08,25
2019-03-10,2019-03-10,13:41:10,25
2019-03-10,2019-03-10,13:47:11,25
2019-03-10,2019-03-10,13:54:07,25
2019-03-10,2019-03-10,13:59:07,25
2019-03-10,2019-03-10,14:05:15,25
2019-03-10,2019-03-10,14:12:07,25
2019-03-10,2019-03-10,14:19:07,20
2019-03-10,2019-03-10,14:26:10,20
2019-03-10,2019-03-10,14:33:08,20
2019-03-10,2019-03-10,14:41:09,20
2019-03-10,2019-03-10,14:47:09,20
2019-03-10,2019-03-10,14:54:11,20
2019-03-10,2019-03-10,14:59:07,20
2019-03-10,2019-03-10,15:05:13,20
2019-03-10,2019-03-10,15:12:06,20
2019-03-10,2019-03-10,15:19:10,20
2019-03-10,2019-03-10,15:26:07,20
2019-03-10,2019-03-10,15:33:12,20
2019-03-10,2019-03-10,15:41:08,20
2019-03-10,2019-03-10,15:47:13,20
2019-03-10,2019-03-10,15:54:07,20
2019-03-10,2019-03-10,15:59:07,20
2019-03-10,2019-03-10,16:05:07,20
2019-03-10,2019-03-10,16:12:07,20
2019-03-10,2019-03-10,16:19:12,20
2019-03-10,2019-03-10,16:26:10,20
2019-03-10,2019-03-10,16:33:09,20
2019-03-10,2019-03-10,16:41:12,20
2019-03-10,2019-03-10,16:47:08,20
2019-03-10,2019-03-10,16:54:07,20
2019-03-10,2019-03-10,16:59:08,20
2019-03-10,2019-03-10,17:05:06,20
2019-03-10,2019-03-10,17:12:07,20
2019-03-10,2019-03-10,17:19:07,20
2019-03-10,2019-03-10,17:26:07,25
2019-03-10,2019-03-10,17:33:09,25
2019-03-10,2019-03-10,17:41:07,25
2019-03-10,2019-03-10,17:47:08,25
2019-03-10,2019-03-10,17:54:06,25
2019-03-10,2019-03-10,17:59:07,25
2019-03-10,2019-03-10,18:05:15,25
2019-03-10,2019-03-10,18:12:07,30
2019-03-10,2019-03-10,18:19:07,30
2019-03-10,2019-03-10,18:26:06,30
2019-03-10,2019-03-10,18:33:08,30
2019-03-10,2019-03-10,18:41:07,30
2019-03-10,2019-03-10,18:47:16,30
2019-03-10,2019-03-10,18:54:07,30
2019-03-10,2019-03-10,18:59:12,30
2019-03-10,2019-03-10,19:05:07,25
2019-03-10,2019-03-10,19:12:07,25
2019-03-10,2019-03-10,19:19:07,25
2019-03-10,2019-03-10,19:26:15,25
2019-03-10,2019-03-10,19:33:08,25
2019-03-10,2019-03-10,19:41:07,25
2019-03-10,2019-03-10,19:47:10,25
2019-03-10,2019-03-10,19:54:08,25
2019-03-10,2019-03-10,19:59:07,25
2019-03-10,2019-03-10,20:05:07,25
2019-03-10,2019-03-10,20:12:07,25
2019-03-10,2019-03-10,20:19:06,15
2019-03-11,2019-03-11,09:47:07,25
2019-03-11,2019-03-11,09:54:07,25
2019-03-11,2019-03-11,09:59:07,25
2019-03-11,2019-03-11,10:05:08,25
2019-03-11,2019-03-11,10:12:06,25
2019-03-11,2019-03-11,10:19:13,25
2019-03-11,2019-03-11,10:26:07,25
2019-03-11,2019-03-11,10:33:09,25
2019-03-11,2019-03-11,10:41:08,25
2019-03-11,2019-03-11,10:47:07,25
2019-03-11,2019-03-11,10:54:07,25
2019-03-11,2019-03-11,10:59:10,25
2019-03-11,2019-03-11,11:05:07,20
2019-03-11,2019-03-11,11:12:07,20
2019-03-11,2019-03-11,11:19:07,25
2019-03-11,2019-03-11,11:26:07,25
2019-03-11,2019-03-11,11:33:09,25
2019-03-11,2019-03-11,11:41:08,25
2019-03-11,2019-03-11,11:47:10,25
2019-03-11,2019-03-11,11:54:07,25
2019-03-11,2019-03-11,11:59:08,25
2019-03-11,2019-03-11,12:05:10,25
2019-03-11,2019-03-11,12:12:06,25
2019-03-11,2019-03-11,12:19:07,25
2019-03-11,2019-03-11,12:26:07,25
2019-03-11,2019-03-11,12:33:08,25
2019-03-11,2019-03-11,12:41:13,25
2019-03-11,2019-03-11,12:47:08,25
2019-03-11,2019-03-11,12:54:07,25
2019-03-11,2019-03-11,12:59:07,25
2019-03-11,2019-03-11,13:05:07,15
2019-03-11,2019-03-11,13:12:07,15
2019-03-11,2019-03-11,13:19:10,15
2019-03-11,2019-03-11,13:26:12,15
2019-03-11,2019-03-11,13:33:09,20
2019-03-11,2019-03-11,13:36:01,20
2019-03-11,2019-03-11,13:41:08,20
2019-03-11,2019-03-11,13:47:08,20
2019-03-11,2019-03-11,13:54:07,20
2019-03-11,2019-03-11,13:59:07,20
2019-03-11,2019-03-11,14:05:07,20
2019-03-11,2019-03-11,14:12:08,20
2019-03-11,2019-03-11,14:19:08,20
2019-03-11,2019-03-11,14:26:08,20
2019-03-11,2019-03-11,14:33:13,20
2019-03-11,2019-03-11,14:41:09,20
2019-03-11,2019-03-11,14:47:08,20
2019-03-11,2019-03-11,14:54:08,20
2019-03-11,2019-03-11,14:59:08,20
2019-03-11,2019-03-11,15:05:07,20
2019-03-11,2019-03-11,15:12:08,20
2019-03-11,2019-03-11,15:19:07,20
2019-03-11,2019-03-11,15:26:06,20
2019-03-11,2019-03-11,15:29:01,20
2019-03-11,2019-03-11,15:29:59,25
2019-03-11,2019-03-11,15:33:10,20
2019-03-11,2019-03-11,15:41:14,20
2019-03-11,2019-03-11,15:47:11,20
2019-03-11,2019-03-11,15:54:12,20
2019-03-11,2019-03-11,15:59:07,20
2019-03-11,2019-03-11,16:05:07,20
2019-03-11,2019-03-11,16:12:08,20
2019-03-11,2019-03-11,16:19:07,20
2019-03-11,2019-03-11,16:26:07,20
2019-03-11,2019-03-11,16:33:09,20
2019-03-11,2019-03-11,16:41:07,20
2019-03-11,2019-03-11,16:47:12,20
2019-03-11,2019-03-11,16:54:10,20
2019-03-11,2019-03-11,16:59:07,20
2019-03-11,2019-03-11,17:05:07,25
2019-03-11,2019-03-11,17:12:10,25
2019-03-11,2019-03-11,17:19:06,25
2019-03-11,2019-03-11,17:26:07,25
2019-03-11,2019-03-11,17:33:09,25
2019-03-11,2019-03-11,17:41:11,25
2019-03-11,2019-03-11,17:47:08,25
2019-03-11,2019-03-11,17:54:07,25
2019-03-11,2019-03-11,17:59:07,25
2019-03-11,2019-03-11,18:05:07,25
2019-03-11,2019-03-11,18:12:06,25
2019-03-11,2019-03-11,18:19:07,25
2019-03-11,2019-03-11,18:26:15,25
2019-03-11,2019-03-11,18:33:14,25
2019-03-11,2019-03-11,18:41:09,25
2019-03-11,2019-03-11,18:47:08,25
2019-03-11,2019-03-11,18:50:04,25
2019-03-11,2019-03-11,18:54:07,25
2019-03-11,2019-03-11,18:59:07,25
2019-03-11,2019-03-11,19:05:07,25
2019-03-11,2019-03-11,19:12:07,25
2019-03-11,2019-03-11,19:19:07,25
2019-03-11,2019-03-11,19:26:07,25
2019-03-11,2019-03-11,19:33:09,25
2019-03-11,2019-03-11,19:41:08,25
2019-03-11,2019-03-11,19:48:33,25
2019-03-11,2019-03-11,19:54:07,25
2019-03-11,2019-03-11,19:59:07,25
2019-03-11,2019-03-11,20:05:07,25
2019-03-11,2019-03-11,20:12:16,20
2019-03-11,2019-03-11,20:19:07,10
2019-03-12,2019-03-12,09:26:07,30
2019-03-12,2019-03-12,09:33:08,30
2019-03-12,2019-03-12,09:41:12,30
2019-03-12,2019-03-12,09:47:12,30
2019-03-12,2019-03-12,09:54:07,25
2019-03-12,2019-03-12,09:59:11,25
2019-03-12,2019-03-12,10:05:12,25
2019-03-12,2019-03-12,10:12:11,25
2019-03-12,2019-03-12,10:19:06,25
2019-03-12,2019-03-12,10:26:07,25
2019-03-12,2019-03-12,10:33:08,25
2019-03-12,2019-03-12,10:41:11,25
2019-03-12,2019-03-12,10:47:07,25
2019-03-12,2019-03-12,10:54:12,25
2019-03-12,2019-03-12,10:59:08,20
2019-03-12,2019-03-12,11:05:07,25
2019-03-12,2019-03-12,11:12:08,25
2019-03-12,2019-03-12,11:19:07,25
2019-03-12,2019-03-12,11:26:07,30
2019-03-12,2019-03-12,11:33:08,35
2019-03-12,2019-03-12,11:41:08,35
2019-03-12,2019-03-12,11:47:13,35
2019-03-12,2019-03-12,11:54:06,35
2019-03-12,2019-03-12,11:59:07,35
2019-03-12,2019-03-12,12:05:07,35
2019-03-12,2019-03-12,12:12:10,40
2019-03-12,2019-03-12,12:19:12,40
2019-03-12,2019-03-12,12:26:07,40
2019-03-12,2019-03-12,12:33:09,40
2019-03-12,2019-03-12,12:41:08,45
2019-03-12,2019-03-12,12:47:15,45
2019-03-12,2019-03-12,12:54:12,45
2019-03-12,2019-03-12,12:59:16,45
2019-03-12,2019-03-12,13:05:12,45
2019-03-12,2019-03-12,13:12:08,45
2019-03-12,2019-03-12,13:19:15,45
2019-03-12,2019-03-12,13:26:08,45
2019-03-12,2019-03-12,13:33:09,45
2019-03-12,2019-03-12,13:41:13,45
2019-03-12,2019-03-12,13:47:08,45
2019-03-12,2019-03-12,13:54:12,45
2019-03-12,2019-03-12,13:59:06,45
2019-03-12,2019-03-12,14:05:07,45
2019-03-12,2019-03-12,14:12:07,25
2019-03-12,2019-03-12,14:19:10,25
2019-03-12,2019-03-12,14:26:07,25
2019-03-12,2019-03-12,14:33:08,25
2019-03-12,2019-03-12,14:41:09,25
2019-03-12,2019-03-12,14:47:07,25
2019-03-12,2019-03-12,14:54:07,25
2019-03-12,2019-03-12,14:59:07,25
2019-03-12,2019-03-12,15:05:07,35
2019-03-12,2019-03-12,15:12:07,35
2019-03-12,2019-03-12,15:19:07,35
2019-03-12,2019-03-12,15:26:07,35
2019-03-12,2019-03-12,15:33:09,35
2019-03-12,2019-03-12,15:41:08,35
2019-03-12,2019-03-12,15:47:08,35
2019-03-12,2019-03-12,15:54:07,25
2019-03-12,2019-03-12,15:59:15,25
2019-03-12,2019-03-12,16:05:07,25
2019-03-12,2019-03-12,16:12:15,25
2019-03-12,2019-03-12,16:19:07,25
2019-03-12,2019-03-12,16:26:08,25
2019-03-12,2019-03-12,16:33:09,25
2019-03-12,2019-03-12,16:41:08,25
2019-03-12,2019-03-12,16:47:07,25
2019-03-12,2019-03-12,16:54:09,25
2019-03-12,2019-03-12,16:59:06,15
2019-03-12,2019-03-12,17:05:07,20
2019-03-12,2019-03-12,17:12:06,20
2019-03-12,2019-03-12,17:19:07,20
2019-03-12,2019-03-12,17:26:07,20
2019-03-12,2019-03-12,17:33:14,20
2019-03-12,2019-03-12,17:41:16,20
2019-03-12,2019-03-12,17:47:07,20
2019-03-12,2019-03-12,17:54:07,20
2019-03-12,2019-03-12,17:59:06,20
2019-03-12,2019-03-12,18:05:07,20
2019-03-12,2019-03-12,18:12:06,20
2019-03-12,2019-03-12,18:19:06,20
2019-03-12,2019-03-12,18:26:11,20
2019-03-12,2019-03-12,18:33:09,25
2019-03-12,2019-03-12,18:41:08,30
2019-03-12,2019-03-12,18:47:08,30
2019-03-12,2019-03-12,18:54:06,30
2019-03-12,2019-03-12,18:59:07,30
2019-03-12,2019-03-12,19:05:07,30
2019-03-12,2019-03-12,19:12:06,30
2019-03-12,2019-03-12,19:19:11,30
2019-03-12,2019-03-12,19:26:07,30
2019-03-12,2019-03-12,19:33:08,30
2019-03-12,2019-03-12,19:41:07,25
2019-03-12,2019-03-12,19:47:07,25
2019-03-12,2019-03-12,19:54:06,25
2019-03-12,2019-03-12,20:00:33,25
2019-03-12,2019-03-12,20:05:07,25
2019-03-12,2019-03-12,20:12:07,25
2019-03-12,2019-03-12,20:19:07,15
2019-03-12,2019-03-12,20:26:09,10
2019-03-13,2019-03-13,09:47:09,25
2019-03-13,2019-03-13,09:54:06,25
2019-03-13,2019-03-13,09:59:07,25
2019-03-13,2019-03-13,10:05:07,25
2019-03-13,2019-03-13,10:12:07,25
2019-03-13,2019-03-13,10:19:07,25
2019-03-13,2019-03-13,10:26:10,25
2019-03-13,2019-03-13,10:33:17,25
2019-03-13,2019-03-13,10:41:09,25
2019-03-13,2019-03-13,10:47:10,25
2019-03-13,2019-03-13,10:54:11,25
2019-03-13,2019-03-13,10:59:07,25
2019-03-13,2019-03-13,11:05:12,25
2019-03-13,2019-03-13,11:12:06,25
2019-03-13,2019-03-13,11:19:11,25
2019-03-13,2019-03-13,11:26:10,25
2019-03-13,2019-03-13,11:33:09,25
2019-03-13,2019-03-13,11:41:07,30
2019-03-13,2019-03-13,11:47:07,30
2019-03-13,2019-03-13,11:54:07,30
2019-03-13,2019-03-13,11:59:10,30
2019-03-13,2019-03-13,12:05:10,30
2019-03-13,2019-03-13,12:12:07,30
2019-03-13,2019-03-13,12:19:07,30
2019-03-13,2019-03-13,12:26:06,40
2019-03-13,2019-03-13,12:33:08,40
2019-03-13,2019-03-13,12:41:09,40
2019-03-13,2019-03-13,12:47:07,30
2019-03-13,2019-03-13,12:54:06,30
2019-03-13,2019-03-13,12:59:09,30
2019-03-13,2019-03-13,13:05:10,30
2019-03-13,2019-03-13,13:12:10,30
2019-03-13,2019-03-13,13:19:11,30
2019-03-13,2019-03-13,13:26:08,30
2019-03-13,2019-03-13,13:33:08,30
2019-03-13,2019-03-13,13:41:07,30
2019-03-13,2019-03-13,13:47:08,30
2019-03-13,2019-03-13,13:54:06,20
2019-03-13,2019-03-13,13:59:07,35
2019-03-13,2019-03-13,14:05:07,35
2019-03-13,2019-03-13,14:12:07,35
2019-03-13,2019-03-13,14:19:10,35
2019-03-13,2019-03-13,14:26:07,35
2019-03-13,2019-03-13,14:33:08,20
2019-03-13,2019-03-13,14:41:09,20
2019-03-13,2019-03-13,14:47:15,20
2019-03-13,2019-03-13,14:54:07,25
2019-03-13,2019-03-13,14:59:06,25
2019-03-13,2019-03-13,15:05:06,25
2019-03-13,2019-03-13,15:12:10,25
2019-03-13,2019-03-13,15:19:07,25
2019-03-13,2019-03-13,15:26:07,25
2019-03-13,2019-03-13,15:33:09,25
2019-03-13,2019-03-13,15:41:11,25
2019-03-13,2019-03-13,15:47:08,20
2019-03-13,2019-03-13,15:54:07,20
2019-03-13,2019-03-13,15:59:07,20
2019-03-13,2019-03-13,16:05:07,20
2019-03-13,2019-03-13,16:12:11,30
2019-03-13,2019-03-13,16:19:06,25
2019-03-13,2019-03-13,16:26:07,25
2019-03-13,2019-03-13,16:33:09,25
2019-03-13,2019-03-13,16:41:08,25
2019-03-13,2019-03-13,16:47:08,25
2019-03-13,2019-03-13,16:54:15,25
2019-03-13,2019-03-13,16:59:06,25
2019-03-13,2019-03-13,17:05:07,25
2019-03-13,2019-03-13,17:12:06,20
2019-03-13,2019-03-13,17:19:09,20
2019-03-13,2019-03-13,17:26:06,20
2019-03-13,2019-03-13,17:33:09,20
2019-03-13,2019-03-13,17:41:11,20
2019-03-13,2019-03-13,17:47:06,20
2019-03-13,2019-03-13,17:54:07,20
2019-03-13,2019-03-13,17:59:06,20
2019-03-13,2019-03-13,18:05:07,20
2019-03-13,2019-03-13,18:12:07,20
2019-03-13,2019-03-13,18:19:12,20
2019-03-13,2019-03-13,18:26:07,20
2019-03-13,2019-03-13,18:33:09,25
2019-03-13,2019-03-13,18:41:09,25
2019-03-13,2019-03-13,18:47:06,30
2019-03-13,2019-03-13,18:57:00,30
2019-03-13,2019-03-13,18:59:07,30
2019-03-13,2019-03-13,19:05:12,30
2019-03-13,2019-03-13,19:12:07,30
2019-03-13,2019-03-13,19:20:34,25
2019-03-13,2019-03-13,19:26:07,25
2019-03-13,2019-03-13,19:33:07,25
2019-03-13,2019-03-13,19:41:14,25
2019-03-13,2019-03-13,19:47:07,25
2019-03-13,2019-03-13,19:55:38,25
2019-03-13,2019-03-13,19:59:06,25
2019-03-13,2019-03-13,20:05:07,25
2019-03-13,2019-03-13,20:12:06,25
2019-03-13,2019-03-13,20:20:38,10
2019-03-13,2019-03-13,20:26:12,5
2019-03-14,2019-03-14,09:47:07,25
2019-03-14,2019-03-14,09:54:12,25
2019-03-14,2019-03-14,09:59:12,25
2019-03-14,2019-03-14,10:05:08,25
2019-03-14,2019-03-14,10:12:07,25
2019-03-14,2019-03-14,10:19:06,25
2019-03-14,2019-03-14,10:26:06,25
2019-03-14,2019-03-14,10:33:09,25
2019-03-14,2019-03-14,10:41:08,25
2019-03-14,2019-03-14,10:47:07,25
2019-03-14,2019-03-14,10:54:07,25
2019-03-14,2019-03-14,10:59:07,25
2019-03-14,2019-03-14,11:05:06,20
2019-03-14,2019-03-14,11:12:12,20
2019-03-14,2019-03-14,11:19:06,20
2019-03-14,2019-03-14,11:26:06,20
2019-03-14,2019-03-14,11:33:10,20
2019-03-14,2019-03-14,11:41:08,20
2019-03-14,2019-03-14,11:47:15,20
2019-03-14,2019-03-14,11:54:07,20
2019-03-14,2019-03-14,11:59:07,20
2019-03-14,2019-03-14,12:05:08,20
2019-03-14,2019-03-14,12:12:07,20
2019-03-14,2019-03-14,12:19:15,20
2019-03-14,2019-03-14,12:26:07,20
2019-03-14,2019-03-14,12:33:12,30
2019-03-14,2019-03-14,12:41:09,30
